learning_rate,batch_size,accuracy,precision,recall,f1,tp,tn,fp,fn,roc_auc,final_train_loss,final_val_loss,weight_norm
0.5,16,0.8666666666666667,0.8089887640449438,0.96,0.8780487804878049,72.0,58.0,17.0,3.0,0.9057777777777778,0.2993084955425792,0.4024164346894014,3.896930578907693
